  targetState=[237, 230, 49, 207, 213, 228, 221, 72, 200] stateID=[4, 3, [2, 3, 7, 10]] switches=[(0, 0, 1, 0, 0, 0, 0, 1, 0), (0, 1, 0, 0, 1, 0, 0, 1, 0), (1, 1, 0, 1, 1, 1, 1, 0, 1), (0, 0, 1, 1, 1, 1, 1, 1, 1), (0, 1, 0, 0, 1, 0, 1, 1, 0), (1, 0, 1, 0, 1, 1, 1, 1, 1), (1, 0, 0, 0, 0, 1, 0, 1, 0), (1, 1, 0, 1, 0, 1, 1, 1, 1), (1, 0, 0, 0, 1, 0, 1, 0, 0), (1, 1, 1, 0, 0, 1, 1, 1, 1), (1, 1, 1, 1, 0, 1, 0, 0, 0)] validState=[(32, 25, 31, 0, 81, 21, 30, 11, 9), (0, 0, 130, 2, 0, 0, 0, 59, 0, 0, 16)]
  targetState=[237, 230, 49, 207, 213, 228, 221, 72, 200] stateID=[4, 3, [2, 3, 7, 10]] switches=[(0, 0, 1, 0, 0, 0, 0, 1, 0), (0, 1, 0, 0, 1, 0, 0, 1, 0), (1, 1, 0, 1, 1, 1, 1, 0, 1), (0, 0, 1, 1, 1, 1, 1, 1, 1), (0, 1, 0, 0, 1, 0, 1, 1, 0), (1, 0, 1, 0, 1, 1, 1, 1, 1), (1, 0, 0, 0, 0, 1, 0, 1, 0), (1, 1, 0, 1, 0, 1, 1, 1, 1), (1, 0, 0, 0, 1, 0, 1, 0, 0), (1, 1, 1, 0, 0, 1, 1, 1, 1), (1, 1, 1, 1, 0, 1, 0, 0, 0)] validState=[(32, 25, 32, 0, 81, 21, 29, 10, 8), (0, 0, 130, 2, 0, 0, 0, 60, 0, 0, 15)]
  targetState=[237, 230, 49, 207, 213, 228, 221, 72, 200] stateID=[4, 3, [2, 3, 7, 10]] switches=[(0, 0, 1, 0, 0, 0, 0, 1, 0), (0, 1, 0, 0, 1, 0, 0, 1, 0), (1, 1, 0, 1, 1, 1, 1, 0, 1), (0, 0, 1, 1, 1, 1, 1, 1, 1), (0, 1, 0, 0, 1, 0, 1, 1, 0), (1, 0, 1, 0, 1, 1, 1, 1, 1), (1, 0, 0, 0, 0, 1, 0, 1, 0), (1, 1, 0, 1, 0, 1, 1, 1, 1), (1, 0, 0, 0, 1, 0, 1, 0, 0), (1, 1, 1, 0, 0, 1, 1, 1, 1), (1, 1, 1, 1, 0, 1, 0, 0, 0)] validState=[(32, 25, 33, 0, 81, 21, 28, 9, 7), (0, 0, 130, 2, 0, 0, 0, 61, 0, 0, 14)]
  targetState=[237, 230, 49, 207, 213, 228, 221, 72, 200] stateID=[4, 3, [2, 3, 7, 10]] switches=[(0, 0, 1, 0, 0, 0, 0, 1, 0), (0, 1, 0, 0, 1, 0, 0, 1, 0), (1, 1, 0, 1, 1, 1, 1, 0, 1), (0, 0, 1, 1, 1, 1, 1, 1, 1), (0, 1, 0, 0, 1, 0, 1, 1, 0), (1, 0, 1, 0, 1, 1, 1, 1, 1), (1, 0, 0, 0, 0, 1, 0, 1, 0), (1, 1, 0, 1, 0, 1, 1, 1, 1), (1, 0, 0, 0, 1, 0, 1, 0, 0), (1, 1, 1, 0, 0, 1, 1, 1, 1), (1, 1, 1, 1, 0, 1, 0, 0, 0)] validState=[(32, 25, 34, 0, 81, 21, 27, 8, 6), (0, 0, 130, 2, 0, 0, 0, 62, 0, 0, 13)]
  targetState=[237, 230, 49, 207, 213, 228, 221, 72, 200] stateID=[4, 3, [2, 3, 7, 10]] switches=[(0, 0, 1, 0, 0, 0, 0, 1, 0), (0, 1, 0, 0, 1, 0, 0, 1, 0), (1, 1, 0, 1, 1, 1, 1, 0, 1), (0, 0, 1, 1, 1, 1, 1, 1, 1), (0, 1, 0, 0, 1, 0, 1, 1, 0), (1, 0, 1, 0, 1, 1, 1, 1, 1), (1, 0, 0, 0, 0, 1, 0, 1, 0), (1, 1, 0, 1, 0, 1, 1, 1, 1), (1, 0, 0, 0, 1, 0, 1, 0, 0), (1, 1, 1, 0, 0, 1, 1, 1, 1), (1, 1, 1, 1, 0, 1, 0, 0, 0)] validState=[(32, 25, 35, 0, 81, 21, 26, 7, 5), (0, 0, 130, 2, 0, 0, 0, 63, 0, 0, 12)]
  targetState=[237, 230, 49, 207, 213, 228, 221, 72, 200] stateID=[4, 3, [2, 3, 7, 10]] switches=[(0, 0, 1, 0, 0, 0, 0, 1, 0), (0, 1, 0, 0, 1, 0, 0, 1, 0), (1, 1, 0, 1, 1, 1, 1, 0, 1), (0, 0, 1, 1, 1, 1, 1, 1, 1), (0, 1, 0, 0, 1, 0, 1, 1, 0), (1, 0, 1, 0, 1, 1, 1, 1, 1), (1, 0, 0, 0, 0, 1, 0, 1, 0), (1, 1, 0, 1, 0, 1, 1, 1, 1), (1, 0, 0, 0, 1, 0, 1, 0, 0), (1, 1, 1, 0, 0, 1, 1, 1, 1), (1, 1, 1, 1, 0, 1, 0, 0, 0)] validState=[(32, 25, 36, 0, 81, 21, 25, 6, 4), (0, 0, 130, 2, 0, 0, 0, 64, 0, 0, 11)]
  targetState=[237, 230, 49, 207, 213, 228, 221, 72, 200] stateID=[4, 3, [2, 3, 7, 10]] switches=[(0, 0, 1, 0, 0, 0, 0, 1, 0), (0, 1, 0, 0, 1, 0, 0, 1, 0), (1, 1, 0, 1, 1, 1, 1, 0, 1), (0, 0, 1, 1, 1, 1, 1, 1, 1), (0, 1, 0, 0, 1, 0, 1, 1, 0), (1, 0, 1, 0, 1, 1, 1, 1, 1), (1, 0, 0, 0, 0, 1, 0, 1, 0), (1, 1, 0, 1, 0, 1, 1, 1, 1), (1, 0, 0, 0, 1, 0, 1, 0, 0), (1, 1, 1, 0, 0, 1, 1, 1, 1), (1, 1, 1, 1, 0, 1, 0, 0, 0)] validState=[(32, 25, 37, 0, 81, 21, 24, 5, 3), (0, 0, 130, 2, 0, 0, 0, 65, 0, 0, 10)]
  targetState=[237, 230, 49, 207, 213, 228, 221, 72, 200] stateID=[4, 3, [2, 3, 7, 10]] switches=[(0, 0, 1, 0, 0, 0, 0, 1, 0), (0, 1, 0, 0, 1, 0, 0, 1, 0), (1, 1, 0, 1, 1, 1, 1, 0, 1), (0, 0, 1, 1, 1, 1, 1, 1, 1), (0, 1, 0, 0, 1, 0, 1, 1, 0), (1, 0, 1, 0, 1, 1, 1, 1, 1), (1, 0, 0, 0, 0, 1, 0, 1, 0), (1, 1, 0, 1, 0, 1, 1, 1, 1), (1, 0, 0, 0, 1, 0, 1, 0, 0), (1, 1, 1, 0, 0, 1, 1, 1, 1), (1, 1, 1, 1, 0, 1, 0, 0, 0)] validState=[(32, 25, 38, 0, 81, 21, 23, 4, 2), (0, 0, 130, 2, 0, 0, 0, 66, 0, 0, 9)]
  targetState=[237, 230, 49, 207, 213, 228, 221, 72, 200] stateID=[4, 3, [2, 3, 7, 10]] switches=[(0, 0, 1, 0, 0, 0, 0, 1, 0), (0, 1, 0, 0, 1, 0, 0, 1, 0), (1, 1, 0, 1, 1, 1, 1, 0, 1), (0, 0, 1, 1, 1, 1, 1, 1, 1), (0, 1, 0, 0, 1, 0, 1, 1, 0), (1, 0, 1, 0, 1, 1, 1, 1, 1), (1, 0, 0, 0, 0, 1, 0, 1, 0), (1, 1, 0, 1, 0, 1, 1, 1, 1), (1, 0, 0, 0, 1, 0, 1, 0, 0), (1, 1, 1, 0, 0, 1, 1, 1, 1), (1, 1, 1, 1, 0, 1, 0, 0, 0)] validState=[(32, 25, 39, 0, 81, 21, 22, 3, 1), (0, 0, 130, 2, 0, 0, 0, 67, 0, 0, 8)]
  targetState=[237, 230, 49, 207, 213, 228, 221, 72, 200] stateID=[4, 3, [2, 3, 7, 10]] switches=[(0, 0, 1, 0, 0, 0, 0, 1, 0), (0, 1, 0, 0, 1, 0, 0, 1, 0), (1, 1, 0, 1, 1, 1, 1, 0, 1), (0, 0, 1, 1, 1, 1, 1, 1, 1), (0, 1, 0, 0, 1, 0, 1, 1, 0), (1, 0, 1, 0, 1, 1, 1, 1, 1), (1, 0, 0, 0, 0, 1, 0, 1, 0), (1, 1, 0, 1, 0, 1, 1, 1, 1), (1, 0, 0, 0, 1, 0, 1, 0, 0), (1, 1, 1, 0, 0, 1, 1, 1, 1), (1, 1, 1, 1, 0, 1, 0, 0, 0)] validState=[(32, 25, 40, 0, 81, 21, 21, 2, 0), (0, 0, 130, 2, 0, 0, 0, 68, 0, 0, 7)]
